SOULFLEX INDUSTRIA E COMERCIO DE MOVEIS LTDA,,,,,,,,,Emissão: 03/09/2025 16:04:53,,
,,,,,,,,,,,
Relatório de Vendas por Período - Qtde,,,,Período:  03/07/2025  até  03/09/2025,,,,,,,Página 1 de 17
Produto,Descrição do Produto,,,,,,Qtde,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Pedido: 7517  Data Venda: 08/07/2025 Data fat:  16/07/25  Vendedor: EDSON Cliente: CENARIO DO SONO ,,,,,,,,,,,
,,,,,,,,,,,
5287 ,BOX GOLD 108x198x23 FACTON BEGE,,,,,2 ,,,,,
5744 ,BOX GOLD 158x198x23 FACTON FENDI,,,,,1 ,,,,,
7721 ,BOX GOLD 138X188X15 SAFIRA 02,,,,,1 ,,,,,
,,,,,,,,,,,
Pedido: 7518  Data Venda: 08/07/2025 Data fat:  10/07/25  Vendedor: EDSON Cliente: OUTLET COLCHOES E ACESSORIOS LTDA ,,,,,,,,,,,
,,,,,,,,,,,
1164 ,BOX BAU GRAN 138x188 PP5,,,,,1 ,,,,,
,,,,,,,,,,,
Pedido: 7519  Data Venda: 08/07/2025 Data fat:  16/07/25  Vendedor: EDSON Cliente: ATUAL COLCHOES ,,,,,,,,,,,
,,,,,,,,,,,
5764 ,BOX GOLD 158x198x23 LINHO BEGE,,,,,1 ,,,,,
6205 ,BOX GRAN 108x198 x28 PP4,,,,,1 ,,,,,
6365 ,BOX GRAN 158x198x15 PP2,,,,,1 ,,,,,
6442 ,BOX GRAN 193x203x28 PP1,,,,,1 ,,,,,
,,,,,,,,,,,
Pedido: 7520  Data Venda: 08/07/2025 Data fat:  28/07/25  Vendedor: EDSON Cliente: ARMAZEM COLCHÕES ,,,,,,,,,,,
,,,,,,,,,,,
1048 ,BOX BAU GOLD 158x198 FACTON FENDI,,,,,1 ,,,,,
,,,,,,,,,,,
Pedido: 7521  Data Venda: 08/07/2025 Data fat:  15/07/25  Vendedor: EDSON Cliente: RODRIGUES & CALACA LTDA ,,,,,,,,,,,
,,,,,,,,,,,
6232 ,BOX GRAN 108x198x28 COURO PRETO,,,,,2 ,,,,,
6234 ,BOX GRAN 108x198x28 COURO BEGE,,,,,2 ,,,,,
6235 ,BOX GRAN 108x198x28 COURO NATURAL,,,,,2 ,,,,,
6237 ,BOX GRAN 108x198x28 COURO CHOCOLATE,,,,,2 ,,,,,
,,,,,,,,,,,
Pedido: 7522  Data Venda: 08/07/2025 Data fat:  28/07/25  Vendedor: EDSON Cliente: REAL COLCHOES LTDA ,,,,,,,,,,,
,,,,,,,,,,,
3 ,BICAMA GRAN 088x188 PP3,,,,,1 ,,,,,
39 ,BICAMA GRAN 108x198 PP3,,,,,1 ,,,,,
,,,,,,,,,,,
Pedido: 7523  Data Venda: 08/07/2025 Data fat:  28/07/25  Vendedor: EDSON Cliente: A PIONEIRA COLCHOES LTDA ,,,,,,,,,,,
,,,,,,,,,,,
1100 ,BOX BAU GRAN 088x188 PP1,,,,,1 ,,,,,
1136 ,BOX BAU GRAN 108x198 PP1,,,,,1 ,,,,,
1138 ,BOX BAU GRAN 108x198 PP3,,,,,1 ,,,,,
1160 ,BOX BAU GRAN 138x188 PP1,,,,,1 ,,,,,
